customer_id,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Lifestyle,Price_Sensitivity,Brand_Consciousness,Technology_Affinity,Purchase_Frequency,Average_Order_Value,Total_Spending,Recency,Discount_Usage,Campaign_Response,Engagement_Score,Segmentation
CUST_00657,Male,Yes,36,No,Artist,0.0,Average,4.0,,Casual,Medium,High,High,10.5,162.0,1703.5,20.3,36.3,1,66.9,B
CUST_00658,Female,Yes,39,Yes,Engineer,2.0,Average,3.0,Cat_6,Casual,Medium,Medium,High,16.0,131.5,2104.1,15.3,34.0,0,81.4,B
CUST_00659,Male,Yes,24,Yes,Marketing,2.0,Low,4.0,Cat_1,Eco-conscious,High,Medium,Low,11.4,93.8,1069.8,16.4,59.6,0,,C
CUST_00660,Female,Yes,41,Yes,Artist,1.0,Average,1.0,Cat_3,Active,Low,Medium,High,19.1,176.2,3366.6,15.9,20.5,1,81.6,B
CUST_00661,Female,No,35,Yes,Entertainment,1.0,Low,2.0,Cat_6,Active,Medium,Medium,High,8.1,138.8,1129.7,9.1,37.3,1,67.4,B
CUST_00662,Male,No,53,No,Lawyer,1.0,Low,2.0,Cat_6,Budget,High,Low,Low,4.6,47.2,218.1,16.6,13.2,1,37.8,D
CUST_00663,Male,No,32,Yes,Artist,0.0,Average,,Cat_6,Casual,High,Medium,Low,8.0,65.1,521.7,25.3,48.4,0,36.0,C
CUST_00664,Male,Yes,29,Yes,Executive,2.0,High,2.0,Cat_4,Luxury,Low,High,High,16.5,252.4,4159.0,6.0,13.2,1,77.9,A
CUST_00665,Male,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_4,Luxury,Medium,High,High,20.3,309.9,6284.2,8.1,13.2,1,84.2,A
CUST_00666,Male,No,38,Yes,Artist,7.0,High,1.0,,Luxury,Low,Very High,Medium,19.8,280.6,5565.2,12.1,18.8,1,70.0,A
CUST_00667,Male,Yes,39,Yes,Lawyer,5.0,High,3.0,Cat_6,Casual,Low,Very High,High,17.0,346.3,5886.7,2.6,19.6,1,75.9,A
CUST_00668,Male,No,58,Yes,Executive,10.0,High,3.0,Cat_6,Casual,Low,High,Very High,15.4,239.2,3693.9,3.6,13.4,1,85.9,A
CUST_00669,Female,Yes,36,Yes,Lawyer,7.0,High,1.0,Cat_4,Active,Medium,Very High,Very High,15.9,258.9,4127.4,3.3,11.7,1,,A
CUST_00670,Male,No,42,No,Healthcare,,High,3.0,Cat_6,Casual,Low,Medium,High,14.8,197.0,2921.6,7.9,31.6,1,52.3,B
CUST_00671,Male,Yes,64,No,Artist,5.0,High,3.0,Cat_6,Luxury,Low,High,Very High,20.7,232.4,4800.7,7.2,10.8,1,83.9,A
CUST_00672,Male,No,40,No,Healthcare,3.0,Low,1.0,Cat_4,,Very High,Very Low,Very Low,5.9,55.5,325.0,29.7,19.5,0,33.1,D
CUST_00673,Male,Yes,43,No,Executive,4.0,High,2.0,Cat_2,Luxury,Low,High,High,13.4,333.9,4463.1,7.9,16.3,1,88.0,A
CUST_00674,Male,Yes,45,Yes,Engineer,3.0,Average,3.0,,Casual,Low,Medium,Medium,11.0,182.1,1997.5,11.1,34.8,0,80.8,B
CUST_00675,Female,No,62,Yes,Entertainment,3.0,High,4.0,Cat_3,Active,Medium,Medium,High,8.7,171.3,1487.2,17.6,23.0,1,60.6,B
CUST_00676,Female,No,51,Yes,Healthcare,1.0,Low,2.0,Cat_6,Budget,High,Very Low,Low,2.7,60.3,165.3,41.5,12.1,0,33.4,D
CUST_00677,Female,Yes,52,Yes,Lawyer,9.0,High,1.0,Cat_6,Active,Medium,Very High,Very High,18.3,272.2,4982.0,4.4,16.8,0,90.7,A
CUST_00678,Female,Yes,42,Yes,Engineer,,Average,2.0,Cat_6,Casual,Medium,Medium,Medium,14.1,218.0,3079.1,13.3,15.6,0,78.3,B
CUST_00679,Female,No,53,Yes,Artist,3.0,Low,1.0,Cat_6,Casual,Very High,Low,Low,3.6,67.1,239.1,42.6,4.5,0,11.9,D
CUST_00680,Male,No,65,No,Healthcare,2.0,Low,1.0,Cat_4,Budget,High,Low,Low,3.4,25.1,84.1,26.8,15.1,0,30.4,D
CUST_00681,Female,Yes,18,Yes,Healthcare,1.0,Low,4.0,Cat_6,Casual,High,Low,Low,8.2,76.2,624.7,17.7,53.7,0,56.2,C
CUST_00682,Female,Yes,31,Yes,Healthcare,2.0,Average,2.0,Cat_6,Casual,Medium,High,High,8.9,158.4,1416.1,12.0,26.0,0,65.4,B
CUST_00683,Female,Yes,42,No,Doctor,9.0,High,1.0,Cat_2,Luxury,Low,Very High,Very High,15.9,312.4,4954.1,5.2,10.9,1,85.2,A
CUST_00684,Female,Yes,29,Yes,Marketing,0.0,Average,3.0,Cat_1,Casual,Very High,Medium,Medium,9.9,65.1,645.7,20.8,65.9,0,40.2,C
CUST_00685,Male,No,54,Yes,Lawyer,1.0,Low,3.0,Cat_4,Casual,High,Low,Very Low,4.5,60.6,270.9,42.0,1.2,0,15.7,D
CUST_00686,Female,Yes,41,Yes,Entertainment,3.0,Average,4.0,Cat_6,Casual,Medium,Medium,High,10.2,132.8,1356.6,13.2,31.4,1,,B
CUST_00687,Female,No,37,No,Artist,4.0,Low,5.0,Cat_6,Casual,Medium,High,High,11.1,154.0,1705.3,11.1,33.4,1,68.8,B
CUST_00688,Female,Yes,33,No,Entertainment,10.0,Average,,Cat_3,Active,Medium,High,Medium,12.8,223.0,2864.1,12.2,21.5,0,72.3,B
CUST_00689,Female,No,39,No,Artist,2.0,Low,3.0,Cat_1,Eco-conscious,High,Medium,Low,6.7,121.8,817.4,20.5,45.8,0,62.0,C
CUST_00690,Female,Yes,62,Yes,Engineer,4.0,High,3.0,Cat_4,Luxury,Low,High,Very High,18.4,240.7,4421.6,4.7,21.0,1,97.0,A
CUST_00691,Male,Yes,38,Yes,Artist,6.0,Average,2.0,Cat_6,Active,High,High,High,8.4,174.3,1455.6,12.9,19.8,1,74.6,B
CUST_00692,Male,Yes,39,Yes,Artist,0.0,Low,3.0,Cat_5,Active,Medium,High,Medium,14.3,150.5,2145.1,21.6,27.6,0,71.4,B
CUST_00693,Female,Yes,47,Yes,Artist,,High,2.0,Cat_5,Casual,Medium,Medium,Medium,11.3,165.2,1864.0,8.8,10.9,0,60.9,B
CUST_00694,Male,Yes,65,Yes,Engineer,5.0,Average,3.0,Cat_4,Luxury,Low,High,Medium,11.8,193.6,2280.4,3.0,11.0,1,87.5,A
CUST_00695,Male,Yes,46,Yes,Executive,6.0,High,2.0,Cat_6,Luxury,Low,Very High,High,11.9,312.2,3713.1,9.1,0.0,1,86.8,A
CUST_00696,Male,Yes,52,No,Homemaker,1.0,Low,1.0,Cat_1,Budget,Very High,Medium,High,5.1,92.1,469.5,18.6,50.5,0,52.6,C
CUST_00697,Male,Yes,25,No,Healthcare,6.0,Low,1.0,Cat_6,Active,Medium,Medium,High,7.8,171.3,1341.2,19.9,31.0,1,47.9,B
CUST_00698,Female,Yes,25,Yes,Artist,5.0,High,2.0,Cat_5,Casual,Medium,High,High,10.8,170.2,1845.9,10.0,32.5,1,79.5,B
CUST_00699,Female,Yes,75,Yes,Lawyer,5.0,Average,2.0,Cat_6,Luxury,Medium,High,Very High,15.8,193.1,3053.6,7.3,20.7,1,83.8,A
CUST_00700,Male,No,24,Yes,Engineer,6.0,Average,3.0,Cat_5,Active,Medium,Medium,High,12.5,166.4,2087.0,7.5,19.8,0,68.4,B
CUST_00701,Female,Yes,42,No,Engineer,4.0,Average,2.0,Cat_6,Active,Medium,High,Medium,6.8,172.6,1171.1,13.0,33.6,1,81.0,B
CUST_00702,Female,No,64,Yes,Doctor,9.0,High,,Cat_6,Luxury,Low,Very High,Medium,14.8,315.1,4653.9,8.4,16.9,1,78.6,A
CUST_00703,Female,Yes,48,Yes,Engineer,4.0,High,2.0,Cat_3,,Medium,High,High,13.8,160.2,2207.4,9.2,36.8,0,61.8,B
CUST_00704,Female,Yes,51,Yes,Executive,5.0,Average,1.0,Cat_4,Casual,Low,Very High,High,14.4,272.3,3923.1,6.4,17.7,1,,A
CUST_00705,Female,No,57,Yes,Engineer,4.0,Average,3.0,Cat_4,Luxury,Low,Very High,High,13.4,341.7,4575.4,1.0,11.1,1,83.9,A
CUST_00706,Male,No,53,No,Healthcare,2.0,Average,2.0,Cat_6,Budget,High,Low,Very Low,3.7,58.9,216.0,29.5,16.7,0,12.3,D
CUST_00707,Male,No,47,No,Healthcare,4.0,Average,2.0,Cat_6,Luxury,Medium,Medium,High,10.7,190.8,2033.5,11.3,38.4,1,68.4,B
CUST_00708,Female,No,26,Yes,Marketing,2.0,Average,3.0,Cat_1,Casual,Very High,Low,Medium,7.4,80.4,591.1,30.6,51.2,1,,C
CUST_00709,Male,Yes,43,Yes,Lawyer,4.0,Average,2.0,Cat_6,Luxury,Low,Very High,High,17.7,175.8,3108.0,7.8,13.5,0,,A
CUST_00710,Male,No,24,No,Healthcare,1.0,Low,4.0,Cat_1,Casual,High,Medium,Medium,6.1,86.5,530.0,9.6,51.7,0,69.9,C
CUST_00711,Female,No,25,No,Homemaker,1.0,Low,6.0,Cat_7,Eco-conscious,High,Low,Low,8.8,120.0,1059.3,8.6,37.8,0,48.9,C
CUST_00712,Female,No,26,Yes,Entertainment,3.0,Average,3.0,Cat_6,Casual,Medium,High,High,16.6,165.2,2743.0,9.5,42.1,0,72.0,B
CUST_00713,Female,Yes,47,Yes,Artist,8.0,Low,,Cat_6,Casual,Medium,Medium,Medium,10.3,145.2,1499.5,20.8,42.3,1,71.9,B
CUST_00714,Female,Yes,30,Yes,Entertainment,,Low,3.0,Cat_3,Active,Low,High,High,12.7,121.9,1543.6,16.9,25.0,1,70.2,B
CUST_00715,Male,Yes,31,No,Engineer,6.0,Average,4.0,Cat_3,Luxury,Medium,High,Medium,14.9,187.5,2795.7,7.4,22.1,1,66.0,B
CUST_00716,Female,No,64,Yes,Homemaker,0.0,Low,1.0,Cat_4,Casual,High,Very Low,Very Low,2.0,48.8,97.0,21.4,15.8,1,30.8,D
CUST_00717,Female,Yes,24,No,Artist,,Low,,Cat_1,Casual,Very High,Low,Medium,10.5,82.0,861.3,14.3,37.4,0,51.5,C
CUST_00718,Male,Yes,65,No,Healthcare,4.0,Low,1.0,Cat_5,,Very High,Low,Very Low,1.4,60.9,83.5,45.8,15.1,0,39.8,D
CUST_00719,Male,Yes,50,Yes,Executive,7.0,Average,1.0,Cat_6,Luxury,Medium,High,Very High,19.5,321.0,6263.2,4.5,7.9,1,,A
CUST_00720,Male,No,36,Yes,Marketing,1.0,Low,6.0,Cat_6,Eco-conscious,High,Low,Low,5.5,86.4,470.7,24.7,50.1,1,40.9,C
CUST_00721,Male,No,68,No,Artist,0.0,Low,1.0,Cat_6,Casual,High,Low,Very Low,1.8,32.6,60.2,41.6,14.8,1,24.0,D
CUST_00722,Male,Yes,53,Yes,Doctor,8.0,Average,1.0,Cat_4,Luxury,Medium,Very High,High,15.0,323.9,4864.3,2.9,15.5,1,84.3,A
CUST_00723,Male,Yes,61,Yes,Executive,7.0,High,2.0,Cat_6,Active,Low,Very High,Medium,18.0,280.8,5055.0,12.4,19.1,1,86.1,A
CUST_00724,Male,Yes,32,No,Artist,4.0,Low,3.0,Cat_7,Casual,Very High,Low,Low,10.6,75.8,800.2,7.7,30.3,1,66.1,C
CUST_00725,Female,Yes,29,Yes,Artist,0.0,Low,3.0,Cat_5,Active,Medium,Medium,High,14.4,178.3,2568.0,10.4,28.2,1,79.4,B
CUST_00726,Male,Yes,38,Yes,Healthcare,,Low,5.0,Cat_6,Budget,High,Low,Medium,8.4,111.4,930.1,9.0,48.6,0,51.5,C
CUST_00727,Female,Yes,55,Yes,Doctor,5.0,High,3.0,Cat_6,Active,Low,High,High,15.6,203.5,3172.0,1.7,15.7,1,94.3,A
CUST_00728,Male,Yes,34,No,Homemaker,5.0,Low,,Cat_1,Budget,High,Low,High,9.4,109.5,1024.1,35.7,40.5,0,,C
CUST_00729,Female,Yes,57,Yes,Executive,5.0,High,1.0,Cat_4,Luxury,Low,Very High,Very High,13.4,317.1,4236.6,6.2,21.7,1,,A
CUST_00730,Female,Yes,23,Yes,Doctor,9.0,High,1.0,Cat_2,,Low,High,Very High,15.9,265.9,4233.8,3.7,14.0,1,86.0,A
CUST_00731,Male,No,67,Yes,Executive,11.0,Average,3.0,Cat_6,Luxury,Medium,High,Very High,16.3,286.8,4677.1,4.5,13.2,1,87.4,A
CUST_00732,Male,Yes,23,Yes,Healthcare,1.0,Low,2.0,Cat_6,Casual,High,Medium,High,8.9,107.9,961.8,27.8,32.8,0,42.3,C
CUST_00733,Female,No,35,Yes,Homemaker,0.0,Average,1.0,Cat_1,Casual,High,Low,Low,7.7,80.8,625.9,14.8,43.0,0,54.1,C
CUST_00734,Male,Yes,44,Yes,Healthcare,5.0,Low,,Cat_6,Casual,Medium,Medium,High,18.9,142.0,2685.7,13.7,28.4,0,66.0,B
CUST_00735,Female,Yes,27,Yes,Engineer,7.0,High,3.0,Cat_3,Casual,Low,High,Medium,11.6,146.8,1698.8,15.0,19.4,1,65.2,B
CUST_00736,Female,No,65,No,Homemaker,0.0,Average,4.0,Cat_6,Budget,High,Low,Very Low,3.0,56.2,171.1,33.7,6.6,0,45.5,D
CUST_00737,Male,Yes,42,Yes,Artist,6.0,Low,,Cat_6,Active,High,High,High,15.8,200.9,3184.0,12.5,40.0,1,80.6,B
CUST_00738,Male,No,35,No,Artist,2.0,Low,3.0,Cat_7,Casual,High,Low,Medium,8.3,81.3,670.7,16.6,56.3,0,70.0,C
CUST_00739,Male,Yes,45,Yes,Artist,5.0,Average,3.0,Cat_3,Active,Medium,Medium,Medium,9.1,161.2,1469.5,16.6,17.1,1,86.5,B
CUST_00740,Male,Yes,44,Yes,Artist,2.0,Average,2.0,Cat_6,Active,Medium,High,High,10.9,209.2,2283.9,25.4,34.9,1,66.9,B
CUST_00741,Male,No,29,Yes,Entertainment,7.0,Low,4.0,Cat_6,Active,High,Medium,Medium,12.0,155.2,1865.7,18.5,35.0,1,72.7,B
CUST_00742,Male,Yes,29,No,Engineer,4.0,Average,,Cat_5,Active,High,High,High,15.1,177.8,2683.9,14.7,32.8,1,72.0,B
CUST_00743,Male,Yes,31,Yes,Artist,0.0,Low,4.0,,Budget,Very High,Low,High,7.1,65.8,466.3,14.5,41.4,0,22.9,C
CUST_00744,Female,Yes,38,Yes,Artist,8.0,Low,3.0,Cat_6,Active,Medium,Medium,High,14.4,181.5,2613.3,16.9,29.8,1,63.6,B
CUST_00745,Female,No,39,Yes,Artist,0.0,Average,3.0,Cat_6,Luxury,Medium,Very High,High,20.0,210.5,4204.3,8.6,19.5,0,93.7,A
CUST_00746,Male,Yes,60,Yes,Healthcare,5.0,Low,1.0,Cat_5,Budget,High,Very Low,Low,3.4,37.8,129.7,29.7,10.7,0,49.5,D
CUST_00747,Male,Yes,38,Yes,Engineer,6.0,Low,3.0,Cat_5,Luxury,Medium,Medium,Medium,6.7,149.9,1004.4,7.2,18.9,0,59.1,B
CUST_00748,Female,Yes,34,No,Healthcare,5.0,Low,2.0,Cat_3,Active,Medium,Medium,High,13.0,175.7,2277.6,3.0,35.7,0,71.1,B
CUST_00749,Male,No,59,No,Healthcare,1.0,Average,4.0,Cat_4,Budget,Very High,Low,Low,3.4,51.6,176.5,39.0,18.1,0,11.9,D
CUST_00750,Female,No,30,Yes,Marketing,1.0,Low,2.0,Cat_7,Casual,High,Low,Low,6.0,88.1,531.2,11.1,54.6,0,57.1,C
CUST_00751,Female,No,37,Yes,Artist,6.0,Average,2.0,Cat_6,Active,Low,Very High,Very High,15.3,286.6,4390.9,7.0,11.2,0,79.1,A
CUST_00752,Female,No,63,No,Homemaker,0.0,Low,1.0,Cat_6,Budget,Very High,Very Low,Very Low,2.6,76.9,198.8,44.3,8.8,0,21.5,D
CUST_00753,Female,No,32,No,Marketing,4.0,Low,3.0,Cat_6,Eco-conscious,High,Medium,Low,8.6,80.7,693.8,21.4,46.7,0,,C
CUST_00754,Male,No,28,No,Engineer,6.0,Average,2.0,,Casual,Medium,Medium,Medium,8.7,233.9,2043.8,14.7,42.4,1,71.3,B
CUST_00755,Female,Yes,35,Yes,Executive,6.0,High,3.0,Cat_6,Active,Low,Very High,High,15.3,226.1,3453.8,10.4,11.9,1,80.5,A
CUST_00756,Female,Yes,27,No,Healthcare,2.0,Low,4.0,,Budget,High,Medium,Medium,8.6,76.4,656.8,21.2,48.3,1,35.4,C
CUST_00757,Female,Yes,33,No,Marketing,5.0,Average,3.0,Cat_7,Eco-conscious,High,Low,Medium,10.8,56.5,612.7,32.7,61.1,0,78.0,C
CUST_00758,Female,No,32,Yes,Engineer,,Average,4.0,Cat_3,Active,Medium,Medium,High,16.3,163.0,2654.8,12.1,24.2,1,73.8,B
CUST_00759,Female,Yes,58,No,Healthcare,1.0,Average,1.0,Cat_4,Casual,High,Low,Low,4.8,95.2,459.4,29.8,9.7,0,29.8,D
CUST_00760,Female,Yes,31,No,Artist,0.0,Low,3.0,Cat_6,Casual,High,Medium,Medium,8.3,59.9,494.8,28.6,48.8,0,33.0,C
CUST_00761,Female,No,60,Yes,Engineer,5.0,Average,2.0,Cat_6,Active,Low,High,High,15.6,290.2,4525.4,3.5,23.1,1,95.1,A
CUST_00762,Female,No,46,No,Entertainment,1.0,High,3.0,Cat_3,Casual,High,High,High,6.9,170.7,1186.1,11.4,30.5,1,62.2,B
CUST_00763,Male,Yes,50,No,Engineer,10.0,High,1.0,Cat_6,Luxury,Medium,Very High,Very High,21.8,241.1,5256.2,5.0,13.5,1,88.0,A
CUST_00764,Female,Yes,26,No,Marketing,0.0,Low,,Cat_1,Casual,High,Low,High,8.9,57.5,514.2,20.4,50.4,0,45.4,C
CUST_00765,Male,Yes,65,Yes,Lawyer,1.0,Average,2.0,Cat_2,Casual,Medium,Very High,High,14.2,299.9,4272.9,8.4,9.6,1,86.9,A
CUST_00766,Female,Yes,40,No,Entertainment,2.0,Average,2.0,Cat_5,Active,Medium,High,High,6.7,148.8,995.4,10.6,31.4,1,66.8,B
CUST_00767,Male,No,26,Yes,Artist,1.0,Low,4.0,,,Very High,Low,Low,7.4,85.7,634.2,20.7,35.7,0,51.9,C
CUST_00768,Female,Yes,52,No,Healthcare,0.0,Low,3.0,Cat_4,Casual,High,Very Low,Very Low,1.7,40.3,67.8,31.5,5.4,0,14.6,D
CUST_00769,Female,Yes,30,Yes,Artist,0.0,Average,3.0,Cat_3,Active,Low,High,High,12.5,201.6,2519.5,13.1,38.5,1,78.2,B
CUST_00770,Male,No,22,Yes,Healthcare,1.0,Average,4.0,Cat_7,Eco-conscious,High,Medium,Medium,12.0,70.2,839.7,13.5,48.1,0,77.5,C
CUST_00771,Female,Yes,48,Yes,Engineer,5.0,High,1.0,Cat_6,Active,Medium,High,High,18.8,306.7,5777.7,3.7,11.7,0,,A
CUST_00772,Male,Yes,30,Yes,Artist,4.0,Low,1.0,Cat_1,Budget,Very High,Low,Low,6.6,87.1,574.3,13.2,37.2,0,59.0,C
CUST_00773,Female,No,53,Yes,Engineer,4.0,High,3.0,Cat_6,Luxury,Low,High,Very High,15.4,295.0,4536.9,7.0,13.6,1,90.2,A
CUST_00774,Male,No,40,No,Engineer,8.0,Average,3.0,Cat_5,Active,High,High,Medium,13.1,215.5,2816.5,13.4,27.5,0,57.7,B
CUST_00775,Male,No,22,No,Healthcare,0.0,Average,3.0,Cat_6,Casual,High,Low,Low,10.1,65.7,663.4,14.5,41.1,0,51.5,C
CUST_00776,Male,Yes,54,Yes,Lawyer,6.0,High,2.0,Cat_6,Active,Low,Very High,Very High,18.4,344.1,6327.1,9.2,19.3,1,95.7,A
CUST_00777,Female,Yes,52,Yes,Doctor,6.0,Average,2.0,Cat_6,Active,Medium,Very High,High,16.3,229.1,3735.6,4.1,8.1,1,86.1,A
CUST_00778,Female,No,30,Yes,Homemaker,3.0,Low,5.0,Cat_1,Eco-conscious,Very High,Medium,Medium,9.3,79.3,736.9,21.7,49.4,1,49.9,C
CUST_00779,Female,Yes,31,No,Healthcare,3.0,Low,3.0,Cat_6,Budget,High,Low,Medium,8.6,81.2,700.0,17.1,41.0,0,53.7,C
CUST_00780,Female,Yes,25,Yes,Artist,4.0,Average,3.0,Cat_1,Budget,Very High,Low,High,7.9,94.5,748.1,22.7,49.6,0,67.8,C
CUST_00781,Female,Yes,18,Yes,Artist,2.0,Low,5.0,Cat_6,Budget,High,Low,Medium,6.8,91.5,625.0,12.0,36.2,0,57.9,C
CUST_00782,Female,Yes,32,Yes,Artist,9.0,Average,3.0,Cat_6,Casual,Medium,High,Medium,13.0,200.7,2604.8,19.7,31.0,1,59.9,B
CUST_00783,Female,Yes,56,No,Artist,7.0,Average,2.0,Cat_6,Luxury,Medium,Very High,High,18.6,240.1,4461.2,2.2,17.6,1,90.0,A
CUST_00784,Female,No,28,Yes,Engineer,0.0,Average,3.0,Cat_3,Active,Low,Medium,High,14.4,197.2,2844.5,16.1,25.7,1,66.8,B
CUST_00785,Male,Yes,44,No,Engineer,8.0,High,1.0,Cat_2,Active,Low,High,High,16.5,290.9,4785.7,4.7,9.0,0,93.0,A
CUST_00786,Male,No,42,No,Healthcare,2.0,Low,2.0,Cat_6,Budget,High,Low,Very Low,3.8,18.7,71.4,42.8,21.1,0,25.9,D
CUST_00787,Female,No,33,Yes,Healthcare,1.0,High,3.0,Cat_3,Active,Medium,High,Medium,10.7,198.7,2118.2,12.7,34.8,1,68.1,B
CUST_00788,Female,No,49,No,Healthcare,2.0,Average,4.0,Cat_3,Active,Low,High,Medium,10.9,141.7,1545.0,8.8,5.5,1,68.0,B
CUST_00789,Male,Yes,42,Yes,Artist,2.0,High,3.0,Cat_6,Casual,High,High,Medium,12.7,99.4,1258.2,21.3,37.0,1,59.2,B
CUST_00790,Male,No,41,No,Healthcare,0.0,Average,1.0,Cat_6,Budget,High,Low,Very Low,0.6,45.8,25.6,19.9,14.6,0,26.6,D
CUST_00791,Female,Yes,51,No,Lawyer,7.0,High,1.0,Cat_2,Active,Low,Very High,High,16.2,280.8,4554.6,7.1,18.3,0,86.2,A
CUST_00792,Female,Yes,56,Yes,Entertainment,7.0,Average,2.0,,Casual,High,High,High,12.2,172.1,2098.4,14.2,41.1,1,56.8,B
CUST_00793,Male,No,34,Yes,Engineer,2.0,Average,3.0,Cat_3,Active,Low,Medium,Medium,10.1,145.9,1476.1,11.8,20.3,1,60.2,B
CUST_00794,Female,No,23,Yes,Healthcare,0.0,Average,2.0,,Budget,High,Medium,Medium,11.4,104.7,1198.2,13.6,45.8,0,65.2,C
CUST_00795,Male,Yes,31,Yes,Lawyer,9.0,High,,Cat_6,Active,Low,Very High,Medium,22.2,292.1,6487.6,6.2,9.9,1,88.2,A
CUST_00796,Male,No,47,No,Homemaker,4.0,Low,3.0,Cat_5,Budget,High,Low,Very Low,4.2,37.0,154.5,38.3,23.6,0,19.2,D
CUST_00797,Female,No,69,No,Healthcare,3.0,Low,2.0,Cat_6,Casual,High,Low,Very Low,1.9,34.9,66.8,24.6,18.7,0,21.5,D
CUST_00798,Male,No,39,Yes,Entertainment,3.0,Low,2.0,Cat_6,,Medium,High,Medium,15.7,159.9,2503.5,12.2,27.7,1,81.3,B
CUST_00799,Female,No,23,Yes,Artist,3.0,Low,4.0,Cat_6,Budget,High,Medium,Low,9.2,115.6,1066.0,24.7,58.1,0,54.3,C
CUST_00800,Female,No,68,Yes,Healthcare,3.0,Low,2.0,Cat_5,,High,Very Low,Very Low,1.2,35.1,43.2,43.4,14.2,1,28.9,D
CUST_00801,Female,No,24,No,Artist,0.0,Low,6.0,Cat_1,Casual,Very High,Medium,Medium,4.3,120.2,517.8,14.6,37.9,0,70.6,C
CUST_00802,Male,Yes,69,Yes,Lawyer,5.0,High,3.0,Cat_6,Luxury,Low,High,High,16.1,307.5,4962.9,10.5,14.5,1,84.8,A
CUST_00803,Female,Yes,33,Yes,Entertainment,7.0,Average,,Cat_3,Casual,High,High,High,8.6,169.1,1456.4,13.5,18.7,1,72.8,B
CUST_00804,Female,No,38,Yes,Homemaker,,Low,3.0,Cat_7,Casual,Very High,Low,Medium,7.1,88.3,628.9,22.7,41.9,0,41.0,C
CUST_00805,Male,Yes,24,Yes,Entertainment,2.0,High,4.0,Cat_5,Luxury,Medium,High,Medium,9.3,151.7,1408.2,15.7,17.9,0,50.6,B
CUST_00806,Male,No,32,Yes,Artist,6.0,Low,5.0,Cat_1,Budget,High,Medium,Medium,7.6,98.2,741.7,15.5,62.2,0,72.1,C
CUST_00807,Female,No,57,No,Healthcare,0.0,Low,4.0,Cat_6,Budget,Very High,Low,Very Low,3.7,49.6,181.7,41.9,11.2,0,28.9,D
CUST_00808,Female,No,67,No,Homemaker,0.0,Low,1.0,Cat_6,Budget,Very High,Very Low,Low,1.6,40.1,65.5,28.1,4.1,0,17.5,D
CUST_00809,Female,Yes,50,No,Engineer,6.0,Low,5.0,Cat_3,Active,Low,High,High,9.2,273.4,2504.0,6.2,24.5,1,57.9,B
CUST_00810,Female,Yes,31,Yes,Lawyer,6.0,Average,2.0,Cat_4,Luxury,Medium,Very High,Very High,16.1,305.2,4903.4,7.1,8.8,1,74.1,A
CUST_00811,Female,Yes,41,No,Healthcare,0.0,Low,1.0,Cat_6,Budget,High,Low,Low,3.7,45.6,168.5,36.3,3.0,0,19.8,D
CUST_00812,Female,No,23,No,Marketing,1.0,Average,5.0,Cat_6,Budget,High,Medium,High,5.9,93.5,550.7,4.6,46.1,1,40.4,C
CUST_00813,Male,No,52,No,Artist,4.0,Average,2.0,Cat_6,Casual,Low,High,Very High,15.1,335.8,5061.7,7.0,22.7,1,95.3,A
CUST_00814,Male,Yes,39,Yes,Lawyer,1.0,Low,2.0,Cat_4,Casual,High,Low,Very Low,5.9,94.6,561.2,44.4,1.6,1,34.8,D
CUST_00815,Female,No,23,Yes,Homemaker,4.0,Low,2.0,Cat_4,Casual,High,Low,Very Low,3.7,35.5,132.7,33.9,17.0,0,38.9,D
CUST_00816,Female,Yes,37,No,Artist,7.0,Average,3.0,Cat_6,Casual,Medium,High,Medium,11.6,192.3,2229.6,8.8,42.5,1,63.8,B
CUST_00817,Male,No,42,Yes,Artist,1.0,High,2.0,Cat_5,Casual,Medium,High,Medium,11.2,116.6,1307.0,6.1,43.5,1,66.7,B
CUST_00818,Male,Yes,24,No,Engineer,2.0,Low,2.0,Cat_6,Active,High,High,High,12.0,192.3,2315.6,17.1,45.5,1,64.5,B
CUST_00819,Female,Yes,60,No,Lawyer,6.0,High,3.0,Cat_4,Luxury,Low,Very High,Medium,15.4,252.8,3886.1,4.8,9.0,0,94.0,A
CUST_00820,Male,Yes,24,Yes,Artist,7.0,Average,3.0,Cat_6,Active,Medium,High,High,11.9,190.7,2265.5,7.5,22.0,1,73.0,B
CUST_00821,Female,Yes,30,No,Artist,3.0,Average,5.0,Cat_1,,Very High,Low,Medium,12.1,116.0,1399.0,26.9,30.4,0,52.0,C
CUST_00822,Male,Yes,46,No,Engineer,6.0,Average,3.0,Cat_6,Luxury,Low,High,Medium,15.3,250.6,3840.6,4.9,10.8,1,95.8,A
CUST_00823,Male,No,42,Yes,Healthcare,7.0,High,3.0,Cat_5,Casual,Medium,Medium,High,12.4,208.1,2578.2,7.1,39.5,0,75.6,B
CUST_00824,Female,No,28,Yes,Entertainment,2.0,Average,2.0,Cat_3,Active,Low,Medium,Medium,15.7,196.8,3092.1,15.1,30.1,1,78.5,B
CUST_00825,Female,Yes,53,No,Healthcare,2.0,Low,2.0,Cat_6,Active,High,High,Medium,6.2,204.3,1265.2,15.1,23.7,1,62.8,B
