customer_id,Segmentation,split
CUST_01572,A,train
CUST_04564,A,train
CUST_04954,C,train
CUST_01874,C,train
CUST_01596,B,train
CUST_04678,D,train
CUST_01102,D,train
CUST_04235,A,train
CUST_03262,B,train
CUST_03501,B,train
CUST_01729,C,train
CUST_01848,A,train
CUST_01258,B,train
CUST_04597,C,train
CUST_02184,B,train
CUST_01696,A,train
CUST_04374,B,train
CUST_00624,B,train
CUST_01383,D,train
CUST_03384,B,train
CUST_03894,B,train
CUST_00641,A,train
CUST_00950,B,train
CUST_03764,B,train
CUST_00760,C,train
CUST_01374,B,train
CUST_01814,A,train
CUST_00567,B,train
CUST_04234,D,train
CUST_03010,A,train
CUST_00643,A,train
CUST_03201,B,train
CUST_03094,C,train
CUST_04105,B,train
CUST_01162,A,train
CUST_01951,A,train
CUST_00217,B,train
CUST_01665,D,train
CUST_00565,B,train
CUST_00422,C,train
CUST_02207,B,train
CUST_01693,B,train
CUST_02024,A,train
CUST_00723,A,train
CUST_00979,B,train
CUST_02201,D,train
CUST_04095,B,train
CUST_01780,C,train
CUST_02361,A,train
CUST_02134,B,train
CUST_00084,A,train
CUST_02387,B,train
CUST_00677,A,train
CUST_00935,A,train
CUST_02053,A,train
CUST_00817,B,train
CUST_01823,C,train
CUST_01533,C,train
CUST_02407,B,train
CUST_03705,D,train
CUST_00873,C,train
CUST_00840,C,train
CUST_00046,C,train
CUST_01068,A,train
CUST_00467,B,train
CUST_01747,A,train
CUST_04603,D,train
CUST_00507,D,train
CUST_04916,D,train
CUST_04438,C,train
CUST_01032,B,train
CUST_02555,A,train
CUST_02560,B,train
CUST_03659,C,train
CUST_01946,B,train
CUST_03298,A,train
CUST_03695,B,train
CUST_01345,C,train
CUST_02567,A,train
CUST_04974,C,train
CUST_04407,D,train
CUST_04190,C,train
CUST_00992,C,train
CUST_03983,A,train
CUST_03474,C,train
CUST_00329,B,train
CUST_03170,B,train
CUST_04590,C,train
CUST_02050,A,train
CUST_04706,B,train
CUST_03483,B,train
CUST_04725,A,train
CUST_01694,A,train
CUST_04550,C,train
CUST_00307,B,train
CUST_04885,A,train
CUST_04472,D,train
CUST_01082,A,train
CUST_00953,A,train
CUST_04033,A,train
CUST_00243,D,train
CUST_01628,B,train
CUST_04341,B,train
CUST_00784,B,train
CUST_00335,A,train
CUST_03186,B,train
CUST_02451,B,train
CUST_04976,B,train
CUST_02347,C,train
CUST_00981,B,train
CUST_00800,D,train
CUST_04605,C,train
CUST_03406,C,train
CUST_04676,D,train
CUST_00625,C,train
CUST_03567,B,train
CUST_01300,C,train
CUST_04626,C,train
CUST_01791,A,train
CUST_00865,B,train
CUST_02884,A,train
CUST_03045,C,train
CUST_04890,C,train
CUST_03586,B,train
CUST_01256,B,train
CUST_00133,A,train
CUST_01608,C,train
CUST_04598,A,train
CUST_03812,B,train
CUST_04410,B,train
CUST_01393,A,train
CUST_03035,B,train
CUST_03935,B,train
CUST_04192,D,train
CUST_02299,A,train
CUST_04043,B,train
CUST_03617,B,train
CUST_04523,D,train
CUST_03245,C,train
CUST_02913,C,train
CUST_02967,C,train
CUST_04727,D,train
CUST_02732,B,train
CUST_02915,A,train
CUST_02691,B,train
CUST_02217,C,train
CUST_03691,C,train
CUST_03871,B,train
CUST_00672,D,train
CUST_04230,A,train
CUST_02175,A,train
CUST_01543,B,train
CUST_01804,B,train
CUST_02649,B,train
CUST_00775,C,train
CUST_03945,A,train
CUST_03085,C,train
CUST_00079,B,train
CUST_03650,D,train
CUST_01007,C,train
CUST_01003,D,train
CUST_01319,A,train
CUST_03489,A,train
CUST_02003,D,train
CUST_02142,B,train
CUST_01650,C,train
CUST_01978,B,train
CUST_04115,C,train
CUST_01327,A,train
CUST_01728,D,train
CUST_02549,B,train
CUST_02922,C,train
CUST_01598,A,train
CUST_01177,C,train
CUST_01466,A,train
CUST_03031,A,train
CUST_03963,A,train
CUST_04093,B,train
CUST_00843,A,train
CUST_03611,B,train
CUST_02544,C,train
CUST_03247,B,train
CUST_00512,B,train
CUST_04013,C,train
CUST_02240,A,train
CUST_00469,A,train
CUST_01514,A,train
CUST_03410,A,train
CUST_01664,B,train
CUST_04663,B,train
CUST_01736,D,train
CUST_02216,B,train
CUST_01912,D,train
CUST_03453,C,train
CUST_03624,D,train
CUST_03445,D,train
CUST_04300,B,train
CUST_01792,C,train
CUST_03036,B,train
CUST_04463,D,train
CUST_04621,D,train
CUST_02766,D,train
CUST_00199,D,train
CUST_02402,A,train
CUST_02444,C,train
CUST_03070,C,train
CUST_02608,B,train
CUST_00282,B,train
CUST_04289,B,train
CUST_01811,C,train
CUST_01098,A,train
CUST_01611,D,train
CUST_01220,B,train
CUST_02785,C,train
CUST_00602,B,train
CUST_04394,A,train
CUST_00772,C,train
CUST_00148,B,train
CUST_00542,C,train
CUST_01839,D,train
CUST_02112,A,train
CUST_03738,C,train
CUST_04127,C,train
CUST_00620,C,train
CUST_04798,C,train
CUST_01793,B,train
CUST_02259,B,train
CUST_01244,C,train
CUST_03335,D,train
CUST_01909,B,train
CUST_02399,C,train
CUST_00089,D,train
CUST_02005,B,train
CUST_03836,B,train
CUST_04379,A,train
CUST_00409,D,train
CUST_03978,B,train
CUST_02461,D,train
CUST_00478,B,train
CUST_03236,A,train
CUST_02223,A,train
CUST_04832,C,train
CUST_00294,B,train
CUST_02237,D,train
CUST_00711,C,train
CUST_04132,A,train
CUST_00242,D,train
CUST_00502,B,train
CUST_01425,D,train
CUST_00948,D,train
CUST_00877,C,train
CUST_03798,A,train
CUST_01706,A,train
CUST_00928,B,train
CUST_01278,D,train
CUST_02374,B,train
CUST_00145,B,train
CUST_00826,D,train
CUST_04894,A,train
CUST_04317,C,train
CUST_04034,D,train
CUST_04156,A,train
CUST_03924,B,train
CUST_01324,A,train
CUST_01771,B,train
CUST_00802,A,train
CUST_03459,C,train
CUST_03605,A,train
CUST_03841,B,train
CUST_04813,A,train
CUST_02804,D,train
CUST_02711,C,train
CUST_03231,B,train
CUST_00239,C,train
CUST_02477,A,train
CUST_02206,D,train
CUST_01317,B,train
CUST_03336,C,train
CUST_04893,C,train
CUST_04552,A,train
CUST_00785,A,train
CUST_02752,C,train
CUST_01205,B,train
CUST_02780,A,train
CUST_01062,D,train
CUST_02376,B,train
CUST_02898,B,train
CUST_00957,B,train
CUST_01019,D,train
CUST_02479,A,train
CUST_01877,B,train
CUST_04443,A,train
CUST_02013,D,train
CUST_04761,B,train
CUST_00646,D,train
CUST_02033,B,train
CUST_04912,B,train
CUST_00055,B,train
CUST_00154,B,train
CUST_03102,C,train
CUST_04688,A,train
CUST_02487,B,train
CUST_01234,A,train
CUST_00793,B,train
CUST_01519,A,train
CUST_04541,A,train
CUST_04949,C,train
CUST_04951,B,train
CUST_04464,A,train
CUST_03013,B,train
CUST_02350,A,train
CUST_01281,C,train
CUST_00056,D,train
CUST_00824,B,train
CUST_04368,B,train
CUST_03906,B,train
CUST_01349,D,train
CUST_01133,A,train
CUST_04389,A,train
CUST_03518,B,train
CUST_04392,B,train
CUST_04140,B,train
CUST_01972,C,train
CUST_03546,A,train
CUST_03910,B,train
CUST_00432,C,train
CUST_04334,C,train
CUST_04201,C,train
CUST_02168,A,train
CUST_03066,B,train
CUST_02638,C,train
CUST_04666,C,train
CUST_03407,D,train
CUST_00691,B,train
CUST_03260,D,train
CUST_00692,B,train
CUST_04452,B,train
CUST_04071,B,train
CUST_04896,A,train
CUST_04630,B,train
CUST_01601,A,train
CUST_04738,B,train
CUST_01262,C,train
CUST_04756,D,train
CUST_00323,C,train
CUST_01651,A,train
CUST_02034,D,train
CUST_01933,B,train
CUST_02319,B,train
CUST_02709,A,train
CUST_03148,C,train
CUST_03817,B,train
CUST_03121,B,train
CUST_01716,D,train
CUST_01213,A,train
CUST_03142,D,train
CUST_00614,A,train
CUST_04184,B,train
CUST_04702,A,train
CUST_02139,A,train
CUST_03898,C,train
CUST_04889,A,train
CUST_00531,C,train
CUST_01958,B,train
CUST_00678,B,train
CUST_00166,C,train
CUST_00092,C,train
CUST_04418,A,train
CUST_04572,C,train
CUST_00094,B,train
CUST_00313,A,train
CUST_04154,B,train
CUST_02438,B,train
CUST_04415,B,train
CUST_03261,A,train
CUST_02990,D,train
CUST_00372,A,train
CUST_01717,A,train
CUST_02935,C,train
CUST_04120,C,train
CUST_03850,A,train
CUST_03825,A,train
CUST_03938,A,train
CUST_01902,A,train
CUST_01894,A,train
CUST_01283,B,train
CUST_04815,C,train
CUST_00109,A,train
CUST_01030,C,train
CUST_00258,C,train
CUST_04608,A,train
CUST_04977,A,train
CUST_03768,B,train
CUST_04684,B,train
CUST_00366,B,train
CUST_00277,C,train
CUST_03754,C,train
CUST_03365,D,train
CUST_03639,B,train
CUST_02745,C,train
CUST_02129,D,train
CUST_00196,B,train
CUST_04986,A,train
CUST_01351,D,train
CUST_03647,B,train
CUST_02992,C,train
CUST_02052,B,train
CUST_01054,C,train
CUST_00554,B,train
CUST_03603,A,train
CUST_04262,D,train
CUST_01929,C,train
CUST_00081,D,train
CUST_04350,C,train
CUST_02416,D,train
CUST_02677,B,train
CUST_02275,D,train
CUST_01589,B,train
CUST_02674,A,train
CUST_04207,B,train
CUST_00264,B,train
CUST_03984,A,train
CUST_01879,B,train
CUST_02073,A,train
CUST_04087,A,train
CUST_03877,A,train
CUST_00416,B,train
CUST_03876,B,train
CUST_02529,A,train
CUST_00451,C,train
CUST_04189,C,train
CUST_01318,C,train
CUST_02854,D,train
CUST_04435,A,train
CUST_00557,A,train
CUST_03525,A,train
CUST_03961,B,train
CUST_04436,B,train
CUST_04855,C,train
CUST_01089,D,train
CUST_01583,B,train
CUST_01656,D,train
CUST_03356,A,train
CUST_03911,A,train
CUST_03113,C,train
CUST_03251,B,train
CUST_00449,B,train
CUST_02123,D,train
CUST_03919,C,train
CUST_01680,C,train
CUST_04171,A,train
CUST_04561,C,train
CUST_03719,B,train
CUST_04181,B,train
CUST_01544,A,train
CUST_00975,A,train
CUST_00883,A,train
CUST_02574,B,train
CUST_04713,A,train
CUST_00897,B,train
CUST_00345,B,train
CUST_00645,A,train
CUST_04692,B,train
CUST_02423,C,train
CUST_03240,B,train
CUST_03396,D,train
CUST_04704,B,train
CUST_02253,C,train
CUST_04788,D,train
CUST_00825,B,train
CUST_04059,D,train
CUST_03964,B,train
CUST_03478,B,train
CUST_01977,B,train
CUST_04807,A,train
CUST_03337,D,train
CUST_03582,C,train
CUST_03599,B,train
CUST_04729,C,train
CUST_03848,B,train
CUST_00162,C,train
CUST_00595,D,train
CUST_00095,C,train
CUST_04816,D,train
CUST_00744,B,train
CUST_02495,B,train
CUST_00065,B,train
CUST_01960,C,train
CUST_00326,C,train
CUST_01689,C,train
CUST_01779,A,train
CUST_04611,B,train
CUST_01017,A,train
CUST_03866,B,train
CUST_02029,A,train
CUST_01034,A,train
CUST_02193,C,train
CUST_00157,C,train
CUST_00513,D,train
CUST_01732,C,train
CUST_00599,A,train
CUST_02094,B,train
CUST_02657,C,train
CUST_04656,A,train
CUST_02882,D,train
CUST_00181,B,train
CUST_00413,D,train
CUST_01419,B,train
CUST_04225,B,train
CUST_03622,A,train
CUST_00132,A,train
CUST_04833,C,train
CUST_03885,D,train
CUST_01212,B,train
CUST_04810,D,train
CUST_00223,A,train
CUST_01031,A,train
CUST_04668,C,train
CUST_00434,A,train
CUST_01528,B,train
CUST_00522,B,train
CUST_01743,C,train
CUST_00837,D,train
CUST_01781,A,train
CUST_03696,A,train
CUST_04046,B,train
CUST_03325,C,train
CUST_03575,D,train
CUST_04354,D,train
CUST_01203,A,train
CUST_03627,A,train
CUST_04273,A,train
CUST_03401,A,train
CUST_04191,C,train
CUST_03255,B,train
CUST_01380,B,train
CUST_02001,B,train
CUST_00663,C,train
CUST_01602,B,train
CUST_04077,B,train
CUST_01987,C,train
CUST_01586,A,train
CUST_01482,A,train
CUST_03646,A,train
CUST_04197,A,train
CUST_04060,D,train
CUST_02307,A,train
CUST_02469,B,train
CUST_04296,B,train
CUST_01442,A,train
CUST_03842,A,train
CUST_02532,C,train
CUST_00766,B,train
CUST_03183,B,train
CUST_01890,D,train
CUST_02827,C,train
CUST_03683,C,train
CUST_02327,C,train
CUST_04667,A,train
CUST_01725,C,train
CUST_01155,C,train
CUST_01905,C,train
CUST_00651,A,train
CUST_01997,D,train
CUST_01287,A,train
CUST_01187,C,train
CUST_00308,B,train
CUST_00303,B,train
CUST_02198,D,train
CUST_03432,D,train
CUST_00381,A,train
CUST_00295,A,train
CUST_04840,B,train
CUST_04519,A,train
CUST_01599,A,train
CUST_00357,A,train
CUST_04393,C,train
CUST_03686,B,train
CUST_03073,B,train
CUST_03661,B,train
CUST_03804,D,train
CUST_04984,C,train
CUST_04209,A,train
CUST_03790,D,train
CUST_04852,B,train
CUST_02551,B,train
CUST_03947,C,train
CUST_00506,A,train
CUST_00244,B,train
CUST_00999,D,train
CUST_00964,B,train
CUST_00767,C,train
CUST_00025,B,train
CUST_02405,C,train
CUST_03065,C,train
CUST_01918,B,train
CUST_03377,C,train
CUST_00002,D,train
CUST_04280,B,train
CUST_02474,C,train
CUST_00696,C,train
CUST_01412,A,train
CUST_01546,B,train
CUST_00333,A,train
CUST_04538,C,train
CUST_02242,A,train
CUST_02169,C,train
CUST_01135,C,train
CUST_00654,C,train
CUST_02368,B,train
CUST_00526,B,train
CUST_02599,B,train
CUST_01095,A,train
CUST_04762,D,train
CUST_01183,C,train
CUST_04333,B,train
CUST_00373,A,train
CUST_00639,B,train
CUST_04699,A,train
CUST_02400,C,train
CUST_01590,C,train
CUST_00576,D,train
CUST_02873,D,train
CUST_00722,A,train
CUST_04281,A,train
CUST_00105,D,train
CUST_03824,B,train
CUST_03642,D,train
CUST_01868,A,train
CUST_00315,C,train
CUST_00353,C,train
CUST_03427,B,train
CUST_01474,B,train
CUST_03160,B,train
CUST_04685,C,train
CUST_00058,A,train
CUST_04177,B,train
CUST_04536,B,train
CUST_03299,B,train
CUST_02600,A,train
CUST_04327,A,train
CUST_03375,C,train
CUST_02380,C,train
CUST_04620,D,train
CUST_04386,B,train
CUST_01591,C,train
CUST_03060,D,train
CUST_03178,D,train
CUST_03181,A,train
CUST_04858,D,train
CUST_03193,D,train
CUST_03146,B,train
CUST_01421,B,train
CUST_02171,C,train
CUST_03511,B,train
CUST_00532,D,train
CUST_03677,A,train
CUST_02530,D,train
CUST_00593,A,train
CUST_00010,C,train
CUST_00561,C,train
CUST_00302,B,train
CUST_01316,C,train
CUST_00455,A,train
CUST_03058,A,train
CUST_04330,C,train
CUST_03127,C,train
CUST_01731,B,train
CUST_00362,C,train
CUST_01303,A,train
CUST_00938,D,train
CUST_01511,C,train
CUST_03789,A,train
CUST_03560,B,train
CUST_00343,A,train
CUST_01765,A,train
CUST_04735,B,train
CUST_04017,D,train
CUST_02256,B,train
CUST_03757,A,train
CUST_03419,A,train
CUST_00419,C,train
CUST_03775,C,train
CUST_02828,A,train
CUST_00250,C,train
CUST_01516,A,train
CUST_04100,A,train
CUST_01788,C,train
CUST_02835,B,train
CUST_03520,A,train
CUST_00097,B,train
CUST_02566,B,train
CUST_04826,A,train
CUST_02728,A,train
CUST_04734,D,train
CUST_00638,A,train
CUST_03400,B,train
CUST_04367,A,train
CUST_02041,C,train
CUST_03731,A,train
CUST_01248,A,train
CUST_02026,B,train
CUST_04136,A,train
CUST_01279,A,train
CUST_04433,B,train
CUST_00882,C,train
CUST_01761,B,train
CUST_04372,B,train
CUST_00100,A,train
CUST_01273,C,train
CUST_04063,C,train
CUST_00899,A,train
CUST_01671,B,train
CUST_03658,B,train
CUST_00719,A,train
CUST_01687,D,train
CUST_04985,B,train
CUST_00852,C,train
CUST_01435,A,train
CUST_01699,D,train
CUST_01999,A,train
CUST_03497,D,train
CUST_03709,B,train
CUST_01343,D,train
CUST_04069,C,train
CUST_00034,D,train
CUST_03667,C,train
CUST_04302,D,train
CUST_03328,B,train
CUST_04652,C,train
CUST_00996,A,train
CUST_00214,A,train
CUST_02058,B,train
CUST_04839,A,train
CUST_03506,C,train
CUST_03510,A,train
CUST_00864,B,train
CUST_00039,C,train
CUST_01679,A,train
CUST_02257,B,train
CUST_00730,A,train
CUST_01056,B,train
CUST_01903,C,train
CUST_00909,B,train
CUST_03402,A,train
CUST_00782,B,train
CUST_04554,D,train
CUST_04698,B,train
CUST_01077,B,train
CUST_02146,C,train
CUST_01701,D,train
CUST_02191,B,train
CUST_04236,B,train
CUST_03122,A,train
CUST_03469,C,train
CUST_00575,D,train
CUST_03748,B,train
CUST_03268,B,train
CUST_01145,B,train
CUST_02173,A,train
CUST_00930,B,train
CUST_02255,D,train
CUST_02392,A,train
CUST_00629,A,train
CUST_02248,C,train
CUST_04075,C,train
CUST_03383,A,train
CUST_02589,A,train
CUST_03052,B,train
CUST_01981,A,train
CUST_01144,B,train
CUST_03230,A,train
CUST_03019,A,train
CUST_02597,B,train
CUST_02722,C,train
CUST_04205,A,train
CUST_00936,B,train
CUST_01242,C,train
CUST_00949,D,train
CUST_01253,A,train
CUST_02521,C,train
CUST_02697,C,train
CUST_00038,A,train
CUST_02489,B,train
CUST_00709,A,train
CUST_01606,B,train
CUST_02901,A,train
CUST_04811,A,train
CUST_03076,D,train
CUST_01735,A,train
CUST_02270,B,train
CUST_04983,C,train
CUST_00285,B,train
CUST_01427,A,train
CUST_01448,C,train
CUST_03638,A,train
CUST_00150,B,train
CUST_03578,B,train
CUST_02716,B,train
CUST_00592,C,train
CUST_02055,C,train
CUST_02512,D,train
CUST_03597,A,train
CUST_04206,B,train
CUST_04345,B,train
CUST_00441,A,train
CUST_03591,D,train
CUST_03873,A,train
CUST_03626,B,train
CUST_00923,D,train
CUST_00564,A,train
CUST_01930,A,train
CUST_04585,C,train
CUST_00642,B,train
CUST_01434,C,train
CUST_01286,B,train
CUST_00126,B,train
CUST_01626,C,train
CUST_02850,B,train
CUST_02032,B,train
CUST_04328,D,train
CUST_01860,C,train
CUST_03507,D,train
CUST_00735,B,train
CUST_00540,A,train
CUST_01440,C,train
CUST_04744,D,train
CUST_04101,C,train
CUST_03444,D,train
CUST_04010,A,train
CUST_01700,B,train
CUST_03238,D,train
CUST_03860,C,train
CUST_02565,B,train
CUST_01389,D,train
CUST_01371,D,train
CUST_00168,A,train
CUST_00791,A,train
CUST_02056,C,train
CUST_00726,C,train
CUST_03657,B,train
CUST_00769,B,train
CUST_02961,A,train
CUST_03583,B,train
CUST_00078,A,train
CUST_02738,B,train
CUST_01260,B,train
CUST_02639,D,train
CUST_01151,C,train
CUST_02829,B,train
CUST_03324,B,train
CUST_01844,C,train
CUST_01267,B,train
CUST_02624,D,train
CUST_01083,B,train
CUST_03951,A,train
CUST_01198,D,train
CUST_03807,B,train
CUST_00071,C,train
CUST_01364,C,train
CUST_00143,B,train
CUST_03967,B,train
CUST_02781,A,train
CUST_02227,B,train
CUST_03494,D,train
CUST_02659,A,train
CUST_04239,C,train
CUST_01107,B,train
CUST_00498,A,train
CUST_00600,A,train
CUST_02006,C,train
CUST_01859,C,train
CUST_03172,B,train
CUST_04878,C,train
CUST_01261,B,train
CUST_04806,B,train
CUST_04430,C,train
CUST_04183,C,train
CUST_03735,A,train
CUST_02602,A,train
CUST_04081,C,train
CUST_03179,C,train
CUST_01983,B,train
CUST_01739,B,train
CUST_01757,D,train
CUST_04210,A,train
CUST_02010,B,train
CUST_03358,B,train
CUST_02661,B,train
CUST_00945,A,train
CUST_00342,B,train
CUST_00955,B,train
CUST_04487,A,train
CUST_02339,A,train
CUST_01535,B,train
CUST_01209,B,train
CUST_00961,A,train
CUST_04499,B,train
CUST_03403,D,train
CUST_00448,C,train
CUST_01014,A,train
CUST_01562,A,train
CUST_00551,B,train
CUST_03654,A,train
CUST_04993,B,train
CUST_03632,A,train
CUST_03668,A,train
CUST_04471,D,train
CUST_02572,D,train
CUST_04015,C,train
CUST_00411,B,train
CUST_03018,B,train
CUST_02276,C,train
CUST_02856,B,train
CUST_01530,B,train
CUST_03057,C,train
CUST_03551,C,train
CUST_03785,C,train
CUST_00490,D,train
CUST_02045,D,train
CUST_04570,D,train
CUST_01473,D,train
CUST_02072,B,train
CUST_03750,D,train
CUST_02519,C,train
CUST_03114,A,train
CUST_04593,B,train
CUST_00714,B,train
CUST_04252,A,train
CUST_03936,B,train
CUST_02427,A,train
CUST_00597,C,train
CUST_04556,B,train
CUST_00675,B,train
CUST_04774,C,train
CUST_02792,D,train
CUST_02786,A,train
CUST_04881,A,train
CUST_00318,A,train
CUST_03038,D,train
CUST_00206,A,train
CUST_04994,C,train
CUST_01967,A,train
CUST_04558,C,train
CUST_03462,A,train
CUST_01943,C,train
CUST_02678,A,train
CUST_01146,D,train
CUST_03171,C,train
CUST_03100,B,train
CUST_01677,A,train
CUST_01207,C,train
CUST_04595,B,train
CUST_01136,A,train
CUST_00762,B,train
CUST_02082,A,train
CUST_03960,A,train
CUST_04331,B,train
CUST_00042,B,train
CUST_01329,C,train
CUST_01110,A,train
CUST_01573,C,train
CUST_00644,B,train
CUST_01163,B,train
CUST_00178,B,train
CUST_04675,B,train
CUST_02066,C,train
CUST_04371,A,train
CUST_01326,B,train
CUST_01801,D,train
CUST_00121,C,train
CUST_01431,B,train
CUST_00222,B,train
CUST_04150,C,train
CUST_04506,B,train
CUST_02485,B,train
CUST_00495,B,train
CUST_03089,B,train
CUST_01690,C,train
CUST_04624,C,train
CUST_00721,D,train
CUST_01592,D,train
CUST_02663,A,train
CUST_03207,D,train
CUST_00236,C,train
CUST_00848,D,train
CUST_00160,C,train
CUST_01215,C,train
CUST_02424,B,train
CUST_04745,A,train
CUST_04884,A,train
CUST_04429,A,train
CUST_04578,A,train
CUST_03194,B,train
CUST_04999,C,train
CUST_04362,C,train
CUST_04784,B,train
CUST_04477,B,train
CUST_03596,C,train
CUST_04989,C,train
CUST_04258,B,train
CUST_00263,A,train
CUST_01392,A,train
CUST_00801,C,train
CUST_04228,C,train
CUST_03182,B,train
CUST_04229,B,train
CUST_04755,D,train
CUST_03359,C,train
CUST_01362,A,train
CUST_04853,C,train
CUST_02061,A,train
CUST_03746,A,train
CUST_04483,B,train
CUST_03385,A,train
CUST_04953,B,train
CUST_02586,C,train
CUST_02328,A,train
CUST_01553,C,train
CUST_02508,B,train
CUST_01106,A,train
CUST_02132,A,train
CUST_00167,B,train
CUST_02635,C,train
CUST_02729,A,train
CUST_00879,A,train
CUST_02966,C,train
CUST_04507,C,train
CUST_02369,B,train
CUST_01302,D,train
CUST_03941,C,train
CUST_00470,D,train
CUST_02205,C,train
CUST_04938,B,train
CUST_03990,D,train
CUST_03914,D,train
CUST_01219,C,train
CUST_04290,C,train
CUST_04866,C,train
CUST_02577,D,train
CUST_03932,A,train
CUST_03074,B,train
CUST_02960,C,train
CUST_03128,A,train
CUST_00684,C,train
CUST_03022,B,train
CUST_03154,B,train
CUST_03539,C,train
CUST_00698,B,train
CUST_00851,A,train
CUST_00588,A,train
CUST_04780,A,train
CUST_00332,C,train
CUST_03039,A,train
CUST_02928,D,train
CUST_03896,C,train
CUST_00018,B,train
CUST_01994,A,train
CUST_02802,D,train
CUST_03872,A,train
CUST_00737,B,train
CUST_01385,C,train
CUST_00225,B,train
CUST_03196,B,train
CUST_00807,D,train
CUST_00929,C,train
CUST_02475,B,train
CUST_02976,A,train
CUST_04772,B,train
CUST_01157,A,train
CUST_02342,A,train
CUST_02999,B,train
CUST_00433,C,train
CUST_02675,D,train
CUST_02681,B,train
CUST_01819,C,train
CUST_02593,B,train
CUST_01556,A,train
CUST_02642,A,train
CUST_01225,B,train
CUST_04808,D,train
CUST_02323,C,train
CUST_03106,B,train
CUST_02462,D,train
CUST_02039,A,train
CUST_04962,A,train
CUST_03227,A,train
CUST_03159,C,train
CUST_03409,A,train
CUST_04919,C,train
CUST_00702,A,train
CUST_01682,D,train
CUST_04883,C,train
CUST_01361,D,train
CUST_02007,B,train
CUST_04103,B,train
CUST_04066,A,train
CUST_02470,B,train
CUST_00491,B,train
CUST_02341,C,train
CUST_01851,B,train
CUST_01588,B,train
CUST_02144,B,train
CUST_03808,B,train
CUST_04640,C,train
CUST_00275,B,train
CUST_03629,C,train
CUST_03190,C,train
CUST_02157,A,train
CUST_02195,A,train
CUST_04515,B,train
CUST_04168,A,train
CUST_02478,C,train
CUST_00364,B,train
CUST_02277,C,train
CUST_00703,B,train
CUST_04005,A,train
CUST_03993,C,train
CUST_02480,C,train
CUST_02664,C,train
CUST_02868,C,train
CUST_01348,B,train
CUST_02719,C,train
CUST_03482,B,train
CUST_00480,B,train
CUST_01597,B,train
CUST_03714,C,train
CUST_02723,C,train
CUST_03615,B,train
CUST_02231,C,train
CUST_04023,C,train
CUST_02655,C,train
CUST_02700,C,train
CUST_04979,A,train
CUST_04268,A,train
CUST_02620,B,train
CUST_04527,C,train
CUST_00668,A,train
CUST_02808,A,train
CUST_02890,C,train
CUST_02332,A,train
CUST_01251,C,train
CUST_01365,C,train
CUST_01202,A,train
CUST_00809,B,train
CUST_00671,A,train
CUST_03473,C,train
CUST_03307,B,train
CUST_02064,B,train
CUST_01026,B,train
CUST_02107,D,train
CUST_01159,D,train
CUST_00429,B,train
CUST_00152,A,train
CUST_02893,C,train
CUST_01322,A,train
CUST_02004,A,train
CUST_02204,A,train
CUST_01143,C,train
CUST_02950,D,train
CUST_00674,B,train
CUST_00398,B,train
CUST_01685,A,train
CUST_00634,B,train
CUST_00035,D,train
CUST_01896,C,train
CUST_01175,C,train
CUST_00005,A,train
CUST_02628,C,train
CUST_03685,C,train
CUST_00673,A,train
CUST_02243,B,train
CUST_01945,C,train
CUST_01668,D,train
CUST_04065,D,train
CUST_00907,C,train
CUST_02673,C,train
CUST_01837,A,train
CUST_00718,D,train
CUST_02707,A,train
CUST_00396,D,train
CUST_00681,C,train
CUST_01049,D,train
CUST_01500,D,train
CUST_00312,A,train
CUST_03461,B,train
CUST_03092,D,train
CUST_00499,D,train
CUST_04249,B,train
CUST_03940,B,train
CUST_00426,B,train
CUST_00170,B,train
CUST_03972,B,train
CUST_04002,C,train
CUST_03734,B,train
CUST_02749,C,train
CUST_00421,C,train
CUST_00707,B,train
CUST_03322,A,train
CUST_03084,B,train
CUST_01886,B,train
CUST_04793,A,train
CUST_00453,B,train
CUST_04606,D,train
CUST_01292,A,train
CUST_00226,A,train
CUST_02481,B,train
CUST_00186,C,train
CUST_04787,D,train
CUST_01454,B,train
CUST_03713,C,train
CUST_03455,D,train
CUST_04391,A,train
CUST_01074,A,train
CUST_03577,A,train
CUST_01270,B,train
CUST_03613,B,train
CUST_00350,C,train
CUST_00386,C,train
CUST_01653,B,train
CUST_01483,B,train
CUST_03345,B,train
CUST_01255,C,train
CUST_04822,B,train
CUST_03198,D,train
CUST_03185,B,train
CUST_01263,B,train
CUST_02389,C,train
CUST_02381,C,train
CUST_02564,A,train
CUST_04164,B,train
CUST_02759,C,train
CUST_01415,B,train
CUST_00574,C,train
CUST_01266,A,train
CUST_03429,D,train
CUST_00252,B,train
CUST_01993,C,train
CUST_02770,C,train
CUST_02945,C,train
CUST_02881,B,train
CUST_03722,C,train
CUST_04286,B,train
CUST_04567,A,train
CUST_01254,A,train
CUST_03672,A,train
CUST_01239,D,train
CUST_00054,D,train
CUST_02300,B,train
CUST_00613,C,train
CUST_03430,B,train
CUST_03702,C,train
CUST_00410,A,train
CUST_02613,A,train
CUST_01161,C,train
CUST_01659,B,train
CUST_04634,D,train
CUST_01552,C,train
CUST_01024,D,train
CUST_03212,C,train
CUST_03040,B,train
CUST_02739,D,train
CUST_00417,B,train
CUST_03315,A,train
CUST_04404,B,train
CUST_01704,B,train
CUST_00895,C,train
CUST_02411,C,train
CUST_03814,C,train
CUST_02811,A,train
CUST_04465,C,train
